Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Dependents,TotalMnt,TotalPurchases,response,R,F,M,RFM_Score,RFM_Group_About To Sleep,RFM_Group_At Risk,RFM_Group_Hibernating,RFM_Group_Loyalist,RFM_Group_Need Attention,RFM_Group_New Customers,RFM_Group_Potential Loyalist,RFM_Group_Promising,Age_Demographic_Baby Boomer,Age_Demographic_Gen X,Age_Demographic_Gen Y
-0.9078776270133209,1.0427494793352985,-0.939401957726816,0.9930083763499781,-0.8324935687581677,-0.6617135868822861,-0.6885029010905459,-0.6482706592640859,-0.6244250860954728,-0.8142613513615252,-0.1718781170235778,-0.4027046925229252,-0.9391249409643623,-0.871281568709511,1.0888763987533046,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-0.18454364718789132,-1.5581901475159032,-0.32763490773780735,-0.7967729166018467,-0.5231120428610696,1.6641005886756872,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,-1.0229387627306845,-0.4371351087576646,1.8739020655857792,-0.9024664081195793,-0.861797415382102,0,0.06767289924570459,-0.9024664081195796,-0.9070550475351353,0,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
2.0694022120076268,-0.8227779867371829,0.9079838320503341,0.8895573786996427,2.0909090627461646,0.16216610939165066,1.1659430867950684,1.2486674317178366,1.7739011947035284,-0.5478711340628615,-0.6946246660401146,0.3361107808108658,0.8337950032363388,-0.2584663026793765,-0.14055263948063787,0,1,1,0,0,-0.10434678791892514,-0.4251151509488519,0.927665266691931,-1.3029563224793603,-0.32763490773780735,-0.7967729166018467,1.911636357157207,-0.6009252125773316,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,0.9775756246938472,-0.4371351087576646,-0.5336458176577128,1.9283609605922818,2.058607331610296,2,0.06767289924570459,1.9283609605922818,0.14292943534697675,1,-1.0171539097523872,1.007968253468332,1.0011344303137273,-0.904684674447252,-0.5764774791680204,-0.13153341044116412,-0.5292599647666442,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,1.791653947152867,-0.14227759830611808,1.2701705922171767,-0.9330732354849574,-0.42325451566018524
-0.41230896267482275,1.0427494793352985,0.9079838320503341,1.1999103716506487,-0.8944425649858074,-0.6367475354800456,-0.7254072988594139,-0.6482706592640859,-0.6244250860954728,-0.7762056060331447,-0.6946246660401146,-1.1415201658567162,-0.9391249409643623,-1.1776892017245781,0.6790667193419904,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-0.013434583514072495,-1.0869892397561316,-0.32763490773780735,1.2550627401655363,-0.5231120428610696,-0.6009252125773316,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,-1.0229387627306845,2.287622247597531,-0.5336458176577128,-0.9510643028614139,-0.9159793216342801,0,1.4089649696886595,-0.9510643028614141,-1.4320472889761913,0,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
-0.49300204567784256,1.0427494793352985,-0.939401957726816,1.0619757081168684,-0.8472433297647486,-0.46198517566436204,-0.6654376524850035,-0.41562730848328405,-0.5759740501197353,-0.6810662427121934,-0.6946246660401146,-0.7721124291898207,-0.9391249409643623,-0.871281568709511,0.6790667193419904,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-1.382307092904623,0.11064640079995422,-0.32763490773780735,-0.7967729166018467,1.911636357157207,-0.6009252125773316,-0.18925945865232652,3.280243893371345,-0.1483786456324558,-1.0229387627306845,-0.4371351087576646,-0.5336458176577128,-0.8625467088673582,-0.8329003987142737,0,0.06767289924570459,-0.8625467088673583,-1.1695511682556634,0,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,-0.9330732354849574,2.362644609804616
-0.10278402715335301,1.0427494793352985,-0.939401957726816,-1.696717562558741,-0.0006070479870055696,-0.6617135868822861,-0.4209460172662533,-0.6840619439995939,-0.6486506040833414,-0.41467602541352966,-0.1718781170235778,0.3361107808108658,-0.5845409521242221,0.6607565963658253,0.6790667193419904,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-0.6123163063724384,0.7340059350238186,-0.32763490773780735,1.2550627401655363,-0.5231120428610696,-0.6009252125773316,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,-1.0229387627306845,-0.4371351087576646,1.8739020655857792,-0.31755603211964245,-0.29108133619249293,0,0.06767289924570459,-0.31755603211964256,0.14292943534697675,0,0.9831353843426085,1.007968253468332,1.0011344303137273,1.0919669773411955,-0.5764774791680204,-0.13153341044116412,-0.5292599647666442,1.8496087779795345,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
-0.7636067104878498,-0.8227779867371829,-0.939401957726816,-1.2484299060739545,-0.7144954807055206,-0.6117814840778051,-0.5731766580628336,-0.6124793745285779,-0.5759740501197353,-0.585926879391242,-0.6946246660401146,-0.4027046925229252,-0.5845409521242221,-0.871281568709511,0.2692570399306763,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-1.2111980292308042,-1.3863981498951532,-0.32763490773780735,1.2550627401655363,-0.5231120428610696,-0.6009252125773316,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,-1.0229387627306845,2.287622247597531,-0.5336458176577128,-0.7792360321670704,-0.7552396664194851,0,-1.2736191711972502,-0.7792360321670706,-0.9070550475351353,0,0.9831353843426085,-0.9920947376656812,-0.9988668551601289,0.8723352956444663,1.734673141860134,-0.13153341044116412,-0.5292599647666442,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,-0.9330732354849574,2.362644609804616
-0.18280023588313002,1.0427494793352985,-0.939401957726816,1.5447470304850999,-0.8236437121542192,-0.6617135868822861,-0.623920204995027,-0.6840619439995939,-0.5275230141439979,-0.7762056060331447,-0.6946246660401146,-0.7721124291898207,-0.9391249409643623,-0.871281568709511,-0.14055263948063787,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-0.44120724269861955,-0.8661138142437388,-0.32763490773780735,-0.7967729166018467,-0.5231120428610696,1.6641005886756872,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,0.9775756246938472,-0.4371351087576646,-0.5336458176577128,-0.8694892652590488,-0.8310943351725344,0,0.06767289924570459,-0.869489265259049,-1.1695511682556634,0,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
-0.4407376821510215,1.0427494793352985,0.9079838320503341,1.5102633646016548,-0.8236437121542192,-0.6367475354800456,-0.70695509997498,-0.6840619439995939,-0.6486506040833414,-0.8523170966899057,-0.1718781170235778,-0.7721124291898207,-0.9391249409643623,-0.871281568709511,-0.550362318891952,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,-0.7834253700462571,0.8861645614879115,-0.32763490773780735,-0.7967729166018467,-0.5231120428610696,1.6641005886756872,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,0.9775756246938472,-0.4371351087576646,-0.5336458176577128,-0.9076733254133473,-0.8636034789238413,0,1.4089649696886595,-0.9076733254133476,-1.0383031078953993,0,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
0.019536823654100668,-0.8227779867371829,0.9079838320503341,0.958524710466533,-0.7351451461147338,-0.6617135868822861,-0.7023420502538714,-0.6840619439995939,-0.6486506040833414,0.061020791191227,-0.6946246660401146,-0.7721124291898207,-0.22995696328408186,-1.1776892017245781,-0.550362318891952,1,0,0,0,0,-0.10434678791892514,-0.4251151509488519,0.15767448015974633,-1.3078646652685246,-0.32763490773780735,-0.7967729166018467,1.911636357157207,-0.6009252125773316,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,0.9775756246938472,-0.4371351087576646,-0.5336458176577128,-0.8556041524756675,-0.8961126226751481,1,0.06767289924570459,-0.8556041524756677,-1.0383031078953993,1,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
-0.7066525752107033,1.0427494793352985,0.9079838320503341,1.3723287010678744,-0.8737928995765941,-0.6367475354800456,-0.7300203485805223,-0.6840619439995939,-0.6244250860954728,-0.7571777333689544,-0.1718781170235778,-1.1415201658567162,-0.9391249409643623,-0.871281568709511,0.6790667193419904,0,0,0,0,0,-0.10434678791892514,-0.4251151509488519,0.15767448015974633,-0.321287764646503,-0.32763490773780735,1.2550627401655363,-0.5231120428610696,-0.6009252125773316,-0.18925945865232652,-0.30485538042484617,-0.1483786456324558,-1.0229387627306845,2.287622247597531,-0.5336458176577128,-0.9441217464697232,-0.9105611310090622,0,1.4089649696886595,-0.9441217464697235,-1.1695511682556634,0,-1.0171539097523872,-0.9920947376656812,-0.9988668551601289,-1.1243163561439813,-0.5764774791680204,-0.13153341044116412,1.889430651420818,-0.5406548735632486,-0.1246757452385074,-0.1270001270001905,-0.5581434972914879,-0.14227759830611808,-0.7872958216222169,1.0717272363730996,-0.42325451566018524
